account_id,item_name,status,opened_quantity,spent,closed_quantity,received_post_tax,tax_paid,profit,opened_time,closed_time,updated_time,flip_hash
1000tomax,Blood rune,FINISHED,25000,5700000,25000,5775000,100000,75000,2025-09-17T03:09:13Z,2025-09-17T03:19:16Z,2025-09-17T03:19:16Z,1e9cbd82486e2ffa6245c81b8f317d180eb1752d45636f61e6e742b01c5c9ee1
1000tomax,Extended anti-venom+(4),FINISHED,1137,17400648,1137,17792913,362703,392265,2025-09-17T02:19:59Z,2025-09-17T03:16:49Z,2025-09-17T03:16:49Z,e3ab127b6c5846de0c3aedddee7a0c536970a291428a390cbb2dd2905d13a027
1000tomax,Demon tear,FINISHED,13000,2652000,13000,2717000,52000,65000,2025-09-17T03:09:20Z,2025-09-17T03:11:21Z,2025-09-17T03:11:21Z,dd925180904c7710b709272791fa86a41022e1093a7273bdd7a2983ea70a156b
1000tomax,Anguish ornament kit,FINISHED,1,8179642,1,8330000,170000,150358,2025-09-17T03:03:51Z,2025-09-17T03:08:23Z,2025-09-17T03:08:23Z,caa36cbb287e2b536f132ddfecd704c710b7c3f69c45e53cac54b96a6a13faea
1000tomax,Rune arrow,FINISHED,11000,1452000,11000,1507000,22000,55000,2025-09-17T02:21:27Z,2025-09-17T02:54:57Z,2025-09-17T02:54:57Z,a89288f32a184348ac100febe373f17d763df297e5f55088f92824129212de30
1000tomax,Zulrah's scales,FINISHED,30000,6330000,30000,6450000,120000,120000,2025-09-17T02:23:04Z,2025-09-17T02:51:09Z,2025-09-17T02:51:09Z,d5108e5480a409143f2450eea8d609aabc57cf2e0d24ac7b1f91cf25cbe11a89
1000tomax,Webweaver bow (u),FINISHED,3,51228735,3,51400734,1048992,171999,2025-09-17T02:21:30Z,2025-09-17T02:47:23Z,2025-09-17T02:47:23Z,4b507a56a129e422b16aeb865fc1d22a7ed0b71d316bbae61ff1a88b48909a46
1000tomax,Chaos rune,FINISHED,18000,1350000,18000,1404000,18000,54000,2025-09-16T22:03:14Z,2025-09-17T02:47:09Z,2025-09-17T02:47:09Z,2330d5e13cc22ac7d3baece525629cceaa70d9265cccfadac02ade0755ae147e
1000tomax,Astral rune,FINISHED,25000,1250000,25000,1300000,25000,50000,2025-09-17T02:23:07Z,2025-09-17T02:42:58Z,2025-09-17T02:42:58Z,4712a8fdf34e13e01e904d161834d6aa92aa3d25b62b0f415a2a18d46387359a
1000tomax,Confliction gauntlets,FINISHED,1,101223538,1,101749003,2076510,525465,2025-09-17T02:20:25Z,2025-09-17T02:22:15Z,2025-09-17T02:22:15Z,58c9dc8ebcbf1ecabf540819a4d641cc3e75560585b71a280e551cdaaf095294
1000tomax,Atlatl dart,FINISHED,11000,1760000,11000,1793000,33000,33000,2025-09-17T02:05:14Z,2025-09-17T02:21:57Z,2025-09-17T02:21:57Z,e9ad9fe056a0bcc5070c45599c6a2294b9f2a88768065314ab8d8ed17f6ab594
1000tomax,Amethyst dart,FINISHED,10034,2598806,10034,2558670,50170,-40136,2025-09-17T02:16:51Z,2025-09-17T02:21:11Z,2025-09-17T02:21:11Z,63ae3d0716e52fddc4bae642e35d8dd3270096600bf6dc698661ae4857243c76
1000tomax,Saradomin brew(4),FINISHED,459,4326075,459,4357287,88587,31212,2025-09-17T02:15:11Z,2025-09-17T02:20:56Z,2025-09-17T02:20:56Z,e8d1716d26a0d9b215d2f5317a6806efe031bcc254f87aadce1b5dc60635081b
1000tomax,Death rune,FINISHED,25000,3750000,25000,3775000,75000,40045,2025-09-17T01:37:27Z,2025-09-17T02:17:05Z,2025-09-17T02:17:05Z,cfee0ec137b3c6c22c9e4e4b6b3cf268a894484bc91f2cac6a7e0b3f54413fc7
1000tomax,Amethyst arrow,FINISHED,11000,3146000,11000,3179000,55000,33000,2025-09-17T02:11:38Z,2025-09-17T02:17:00Z,2025-09-17T02:17:00Z,17fb39ff6850fbb5cc78419b42b5549a31057531c0b7ceb19e26c4cb48793596
1000tomax,Confliction gauntlets,FINISHED,1,101459433,1,101873335,2079047,413902,2025-09-17T02:14:09Z,2025-09-17T02:16:10Z,2025-09-17T02:16:10Z,a2175c6f294b689e087754df2e485cfb2c57d538aa9b71fa90cd974c3a4c8762
1000tomax,Adamant dart,FINISHED,10541,484886,10541,548132,10541,54019,2025-09-17T01:51:19Z,2025-09-17T02:14:39Z,2025-09-17T02:14:39Z,a9218012a49be282ac4ba8470ac0056864ec1cfd4165192de48ce9d79bcac7e1
1000tomax,Blighted manta ray,FINISHED,10000,3650000,10000,3640000,70000,-524,2025-09-16T21:55:34Z,2025-09-17T02:10:32Z,2025-09-17T02:10:32Z,b9b32167ca85a46c10f59a7f6efd2cb925bc42c47467f5cbc4272ba4008c5049
