account_id,item_name,status,opened_quantity,spent,closed_quantity,received_post_tax,tax_paid,profit,opened_time,closed_time,updated_time,flip_hash
1000tomax,Lumbridge teleport,SELLING,1581,920142,280,159880,0,-3080,2025-08-03T03:43:53Z,2025-08-03T05:11:45Z,2025-08-03T05:11:45Z,5a1c3cb2a21135ce4572d32f09fad07e54df9777a673c3494362203bca072e08
1000tomax,Atlatl dart,FINISHED,4403,198135,4403,220150,4403,22015,2025-08-03T05:03:26Z,2025-08-03T05:11:43Z,2025-08-03T05:11:43Z,9d88bfe6fedf3ee5fb7a7aa933e3e48cf48153deffa894d04c2342a48ad7f64b
1000tomax,Zulrah's scales,FINISHED,4575,869250,4575,887550,13725,18300,2025-08-03T04:49:57Z,2025-08-03T05:05:01Z,2025-08-03T05:05:01Z,f8d6e59993ff8af1f4f8271844744da47352da9630bc01abe540bec1b7e1e238
1000tomax,Cooked karambwan,FINISHED,2415,1473150,2415,1482810,28980,9660,2025-08-03T04:21:08Z,2025-08-03T05:02:32Z,2025-08-03T05:02:32Z,24e187943e320271bea59659dce6ada373d87f22ca08470ccff34e41621e6d83
