account_id,item_name,status,opened_quantity,spent,closed_quantity,received_post_tax,tax_paid,profit,opened_time,closed_time,updated_time,flip_hash
1000tomax,Steel bar,FINISHED,10000,4760000,10000,4780000,90000,20000,2025-08-20T04:35:58Z,2025-08-20T04:54:36Z,2025-08-20T04:54:36Z,15c0d3038c794dafbfc6b42600678431a6a00906545bfd6db5a7b22f5dfe254c
1000tomax,Dark crab,FINISHED,339,640710,339,654948,13221,14238,2025-08-20T04:44:00Z,2025-08-20T04:54:22Z,2025-08-20T04:54:22Z,ca51d8b7122279867604895ebf44fa72ca9e1f04074bd80cef98e70d0cde421c
1000tomax,Iron ore,FINISHED,13000,1248000,13000,1261000,13000,13000,2025-08-20T04:28:48Z,2025-08-20T04:44:34Z,2025-08-20T04:44:34Z,72cb8cabb9a08f7e91b95fa2cbcf24c479ed1031f78b46693c7a2b52af70bb23
1000tomax,Amulet of fury,FINISHED,3,6146388,3,6198792,126504,52404,2025-08-20T04:21:05Z,2025-08-20T04:33:44Z,2025-08-20T04:33:44Z,d757cb7f2e7176cc97066253393ee0013f08a339deeb5edeba245bd4a645e395
1000tomax,Runite bolts,FINISHED,11000,1815000,11000,1848000,33000,33000,2025-08-20T04:17:50Z,2025-08-20T04:31:20Z,2025-08-20T04:31:20Z,63de48e04f9386f5062c8f78b6bfcf633dfb83bd11cff1c8e642a6eed54a7bce
1000tomax,Dark crab,FINISHED,1132,2123632,1132,2159856,43016,36224,2025-08-20T03:55:01Z,2025-08-20T04:29:59Z,2025-08-20T04:29:59Z,c6bf91b13c2d4656cce0d9d0718acac7c7827506c3de3ce44d23b2d5f42933cf
1000tomax,Revenant ether,FINISHED,29927,5237225,29927,5297079,89781,59854,2025-08-20T02:10:24Z,2025-08-20T04:24:18Z,2025-08-20T04:24:18Z,6dd0676e97090997b2c1f4c772f3a0df632dd9b6f239e355433146bdfeb7d7bd
1000tomax,Blighted ancient ice sack,FINISHED,15000,3840000,15000,3825000,75000,'-15000,2025-08-20T03:51:47Z,2025-08-20T04:23:12Z,2025-08-20T04:23:12Z,f9feac669d2bff0b75a89e1560dae4ba87a0bc15bf4e201aaa53e0520f5e9027
1000tomax,Wilderness crabs teleport,FINISHED,19,548815,19,538194,10982,'-10621,2025-08-20T04:08:13Z,2025-08-20T04:15:45Z,2025-08-20T04:15:45Z,ecc4dbb708d772be0c9cbe3f834cbd3d92263ad3103b25cb9ca7932661d9e7f3
1000tomax,Mithril dart tip,FINISHED,10,930,10,940,10,10,2025-08-20T04:06:40Z,2025-08-20T04:15:30Z,2025-08-20T04:15:30Z,3b82dcc3a1dbadc835e94c0687f1c53eb5bc114da6c6b55214cf14a804d8a615
1000tomax,Yew longbow (u),FINISHED,10000,3250000,10000,3290000,60000,40000,2025-08-20T03:51:55Z,2025-08-20T04:14:26Z,2025-08-20T04:14:26Z,fd3464721705ea4895eb771b6781dedf7c9f5777e9b9613f25ed4d8b458b21aa
1000tomax,Chaos rune,FINISHED,1842,116046,1842,121572,1842,5526,2025-08-20T03:11:53Z,2025-08-20T04:05:45Z,2025-08-20T04:05:45Z,26e13b97809ed7aef6817797b57b868b798f1984f3ef38ee79460b1837e3eef9
1000tomax,Magus ring,FINISHED,1,30500143,1,30685061,626225,184918,2025-08-20T03:44:23Z,2025-08-20T03:58:12Z,2025-08-20T03:58:12Z,aed53512a6ecf42a4b4a178af86427b41459a5b6d9277fd146359dc3364b49cf
1000tomax,Death rune,FINISHED,25000,3200000,25000,3250000,50000,50000,2025-08-20T03:47:05Z,2025-08-20T03:57:48Z,2025-08-20T03:57:48Z,beacf061d7d13ba5f9d58e046470c91ce44433312acf87182b19ac931375fe82
1000tomax,Blighted manta ray,FINISHED,1074,357642,1074,361938,6444,4296,2025-08-20T03:42:24Z,2025-08-20T03:52:19Z,2025-08-20T03:52:19Z,407b9c054c8e0e47183a62be7dbd39845b8f6a534a72a11ba1731bfec7914342
1000tomax,Law rune,FINISHED,18000,2016000,18000,2070000,36000,54000,2025-08-20T01:56:37Z,2025-08-20T03:42:55Z,2025-08-20T03:42:55Z,e92e5fd0849933e03d27d1ed83c3dc0de7bc504a950b855a27860ee6acb3775d
1000tomax,Cosmic rune,FINISHED,18000,1368000,18000,1386000,18000,27634,2025-08-20T03:16:56Z,2025-08-20T03:42:22Z,2025-08-20T03:42:22Z,ed0f04d0714c6ebbc39cdb015830f8a669b924dea548c698b496f4d28bbccd4a
1000tomax,Adamantite ore,FINISHED,4500,3177000,4500,3325500,67500,148500,2025-08-20T03:35:49Z,2025-08-20T03:41:40Z,2025-08-20T03:41:40Z,7ec47ebbeff06b495888d0ce52ba307e5b85efde45941696f43d8603df6796db
1000tomax,Zulrah's scales,FINISHED,25763,4199369,25763,4250895,77289,51526,2025-08-20T03:14:09Z,2025-08-20T03:36:56Z,2025-08-20T03:36:56Z,3ffb9d72cfc6b36a237db02f259de71f23a429fac5ac2a473c797742afb06c46
1000tomax,Rune arrow,FINISHED,11000,2046000,11000,2090000,33000,44076,2025-08-20T03:12:00Z,2025-08-20T03:33:19Z,2025-08-20T03:33:19Z,dff4f0e42afee88c10a8b2465d9e7c6bd223006649cbe71ceb775d76ffa0f64d
1000tomax,Zamorak godsword,FINISHED,1,17727115,1,17902327,365353,175212,2025-08-20T03:18:05Z,2025-08-20T03:19:04Z,2025-08-20T03:19:04Z,d5407784b3c43fb50bf38d244af6b7cb2121e6dcd06d18e638fcdb4679e87260
1000tomax,Demon tear,FINISHED,13000,1768000,13000,1872000,26000,104000,2025-08-20T03:14:09Z,2025-08-20T03:17:44Z,2025-08-20T03:17:44Z,0992d2545532ef0fb59daa5fa2ad50c0da80dcc08e5b6e11a12ad9269f627f28
1000tomax,Zamorak godsword,FINISHED,1,17677410,1,17902033,365347,224623,2025-08-20T03:14:48Z,2025-08-20T03:16:37Z,2025-08-20T03:16:37Z,918660bb2e496ffc8504e2869daa9311b3dbed33e6a4b4d7e36ceacad3dbb699
1000tomax,Harralander,FINISHED,4155,2127360,4155,2177220,41550,53606,2025-08-20T02:08:18Z,2025-08-20T03:06:12Z,2025-08-20T03:06:12Z,e583c338d7aa8d7e8ebe9477e6fe8b26026376b8c6b884e44fa8a4b0e91ecb18
1000tomax,Dark crab,FINISHED,3317,6295666,3317,6428346,129363,132680,2025-08-20T02:31:29Z,2025-08-20T03:05:32Z,2025-08-20T03:05:32Z,d8e0069fc3ce5c50c8b54838294382d47712706b5f513700c6c9dce8d11f5f5f
